ProjID,IndivID,SampleID,NameConvention,Species,CommonName,PCL_cm,FL_cm,TL_cm,Weight_g,Sex,Date,Lat,Long,FishingType,TrawlStation,TrawlName,Person,d13C,d13C_SD,WT%C,WT%C_SD,d15N,d15N_SD,WT%N,WT%N_SD,d34S,d34S_SD,WT%S,WT%S_SD,CN,Tissue,LipidExtraction,UreaExtraction,ExtractionNotes,OtherData,Notes,,Environmental Variables from the trawl
DESG,,7/20/20-1,,Carcharhinus plumbeus,Sandbar Shark,46.5,52,65,,M,7/20/20,38.90614,75.24578,Longline,,,DS,-14.49,,,,12.87,,,,17.87,0.67,0.788,0.022,,Muscle,,,LE,,,,
DESG,,7/20/20-2,,Carcharhinus plumbeus,Sandbar Shark,43,47.5,60,,M,7/20/20,38.90614,75.24578,Longline,,,DS,-14.21,,,,14.07,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/20/20-3,,Carcharhinus plumbeus,Sandbar Shark,42,46.5,57,,M,7/20/20,38.90614,75.24578,Longline,,,DS,-16.04,,,,14.3,,,,16.34,0.67,0.7,0.017,,Muscle,,,LE,,,,
DESG,,7/20/20-4,,Carcharhinus plumbeus,Sandbar Shark,44,48,60,,M,7/20/20,38.90614,75.24578,Longline,,,DS,-15.74,,,,14.33,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/20/20-5,,Carcharhinus plumbeus,Sandbar Shark,44.5,48.5,60.5,,M,7/20/20,38.90614,75.24578,Longline,,,DS,-15.03,,,,13,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/20/20-6,,Carcharhinus plumbeus,Sandbar Shark,46,50,62,,F,7/20/20,38.90614,75.24578,Longline,,,DS,-15.87,,,,15.28,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/20/20-7,,Carcharhinus plumbeus,Sandbar Shark,48.5,53,63.5,,M,7/20/20,38.90614,75.24578,Longline,,,DS,-16.72,,,,16.5,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/20/20-8,,Rostroraja eglanteria,Clearnose Skate,NA,36,62,,M,7/20/20,38.86686,75.13353,Longline,,,DS,-16.14,,,,15.14,,,,15.28,0.67,0.963,0.014,,Muscle,,,LE,,,,
DESG,,7/20/20-9,,Rostroraja eglanteria,Clearnose Skate,NA,37,60.5,,M,7/20/20,38.86686,75.13353,Longline,,,DS,-16.64,,,,14.16,,,,15.94,0.66,0.858,0.017,,Muscle,,,LE,,,,
DESG,,7/21/20-1,,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,72.5,78.5,94.5,,M,7/21/20,38.93117,75.22394,Longline,,,DS,-16.85,,,,16.97,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-10,,Carcharhinus plumbeus,Sandbar Shark,43,48,60.5,,M,7/21/20,38.8874,75.21572,Longline,,,DS,-16.53,,,,15.54,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-11,,Carcharhinus plumbeus,Sandbar Shark,46,49.5,63,,M,7/21/20,38.8874,75.21572,Longline,,,DS,-16.15,,,,14.81,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-12,,Carcharhinus plumbeus,Sandbar Shark,50,55,67,,F,7/21/20,38.8874,75.21572,Longline,,,DS,-14.88,,,,15.03,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-13,,Carcharhinus plumbeus,Sandbar Shark,43,46.5,57.5,,M,7/21/20,38.8874,75.21572,Longline,,,DS,-16.47,,,,15.51,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-14,,Carcharhinus plumbeus,Sandbar Shark,45.5,50,61.5,,M,7/21/20,38.8874,75.21572,Longline,,,DS,-16.11,,,,16.73,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-15,,Carcharhinus plumbeus,Sandbar Shark,47,51,63.5,,M,7/21/20,38.8874,75.21572,Longline,,,DS,-16.64,,,,15.75,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-16,,Carcharhinus plumbeus,Sandbar Shark,44.5,49.5,60,,M,7/21/20,38.8874,75.21572,Longline,,,DS,-16.18,,,,15.88,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-2,,Carcharhinus plumbeus,Sandbar Shark,82.5,90,112,,F,7/21/20,38.93117,75.22394,Longline,,,DS,-16.99,,,,16.25,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-3,,Carcharhinus plumbeus,Sandbar Shark,107,116,147,,F,7/21/20,38.93117,75.22394,Longline,,,DS,-17.4,,,,17.1,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-4,,Carcharias taurus,Sand Tiger Shark,68,75,97,,F,7/21/20,38.90042,75.19367,Longline,,,DS,-16.67,,,,16.14,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-5,,Carcharhinus plumbeus,Sandbar Shark,48.5,54,66,,F,7/21/20,38.9161,75.21922,Longline,,,DS,-16.12,,,,15.59,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-6,,Rhinoptera bonasus,Cownose Ray,,101.5,,,F,7/21/20,38.9161,75.21922,Longline,,,DS,-17.11,,,,12.89,,,,14.47,0.68,0.885,0.011,,Muscle,,,LE,,,,
DESG,,7/21/20-7,,Carcharhinus plumbeus,Sandbar Shark,44,48,60,,F,7/21/20,38.8874,75.21572,Longline,,,DS,-16.85,,,,16.73,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-8,,Carcharhinus plumbeus,Sandbar Shark,44.5,49,59,,F,7/21/20,38.8874,75.21572,Longline,,,DS,-16.32,,,,16.21,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/21/20-9,,Carcharhinus plumbeus,Sandbar Shark,51,56,70,,F,7/21/20,38.8874,75.21572,Longline,,,DS,-16.5,,,,14.93,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-03,,Carcharhinus plumbeus,Sandbar Shark,48,51,64,,M,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.29,,,,15.354,,,,,,,,,RBC,,,,,,,
DESG,,7/22/20-04,,Carcharhinus plumbeus,Sandbar Shark,113,129,153,,F,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.59,,,,14.779,,,,,,,,,RBC,,,,,,,
DESG,,7/22/20-05,,Carcharhinus plumbeus,Sandbar Shark,45.5,50,61,,M,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.94,,,,14.307,,,,,,,,,RBC,,,,,,,
DESG,,7/22/20-1,,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,76.5,84,101,,M,7/22/20,38.9023,75.24043,Longline,,,DS,-17.01,,,,16.87,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-10,,Rostroraja eglanteria,Clearnose Skate,,43,66,,M,7/22/20,38.9396,-75.1411,Longline,,,DS,-16.17,,,,15.53,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-2,,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,70.5,77,94,,M,7/22/20,38.9023,75.24043,Longline,,,DS,-17.07,,,,16.09,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-3,,Carcharhinus plumbeus,Sandbar Shark,48,51,64,,M,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.38,,,,15.65,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-3,,Carcharhinus plumbeus,Sandbar Shark,48,51,64,,M,7/22/20,38.89207,-75.2195,Longline,,,DS,-17.18,,,,14.76,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/22/20-4,,Carcharhinus plumbeus,Sandbar Shark,113,129,153,,F,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.95,,,,17.18,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-4,,Carcharhinus plumbeus,Sandbar Shark,113,129,153,,F,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.61,,,,14.93,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/22/20-5,,Carcharhinus plumbeus,Sandbar Shark,45.5,50,61,,M,7/22/20,38.89207,-75.2195,Longline,,,DS,-16.69,,,,15.03,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-5,,Carcharhinus plumbeus,Sandbar Shark,45.5,50,61,,M,7/22/20,38.89207,-75.2195,Longline,,,DS,-17.42,,,,15.41,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/22/20-6,,Rostroraja eglanteria,Clearnose Skate,,42,63,,M,7/22/20,38.9396,-75.1411,Longline,,,DS,-16.05,,,,15.79,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-7,,Rostroraja eglanteria,Clearnose Skate,,50,73,,F,7/22/20,38.9396,-75.1411,Longline,,,DS,-16.78,,,,15.9,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-8,,Rostroraja eglanteria,Clearnose Skate,,40.5,61,,M,7/22/20,38.9396,-75.1411,Longline,,,DS,-15.84,,,,14.67,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/22/20-9,,Myliobatis freminvillei,Bullnose Ray,,~100,,,F,7/22/20,38.9396,-75.1411,Longline,,,DS,-16.86,,,,12.92,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21-01,,Carcharhinus plumbeus,Sandbar Shark,90,99,115,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.411,,,,14.622,,,,,,,,,RBC,,,,,,,
DESG,,7/28/21-02,,Carcharhinus plumbeus,Sandbar Shark,88,98.5,122,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.045,,,,15.337,,,,,,,,,RBC,,,,,,,
DESG,,7/28/21-03,,Carcharhinus plumbeus,Sandbar Shark,47,52,65,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.157,,,,13.664,,,,,,,,,RBC,,,,,,,
DESG,,7/28/21-04,,Carcharhinus plumbeus,Sandbar Shark,97,110,136,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.784,,,,15.272,,,,,,,,,RBC,,,,,,,
DESG,,7/28/21-05,,Carcharhinus plumbeus,Sandbar Shark,93,101,128,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.746,,,,14.237,,,,,,,,,RBC,,,,,,,
DESG,,7/28/21-1,,Carcharhinus plumbeus,Sandbar Shark,90,99,115,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.47,,,,14.88,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/28/21-2,,Carcharhinus plumbeus,Sandbar Shark,88,98.5,122,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.76,,,,14.38,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/28/21-3,,Carcharhinus plumbeus,Sandbar Shark,47,52,65,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.33,,,,15.5,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/28/21-4,,Carcharhinus plumbeus,Sandbar Shark,97,110,136,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.34,,,,15.73,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/28/21-5,,Carcharhinus plumbeus,Sandbar Shark,93,101,128,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.33,,,,15.03,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/28/21/-1,,Carcharhinus plumbeus,Sandbar Shark,90,99,115,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.71,,,,16.11,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-10,,Carcharhinus plumbeus,Sandbar Shark,88,100,117,,F,7/28/21,38.8185,75.1942,Longline,,,DS,-17.34,,,,16.84,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-11,,Carcharhinus plumbeus,Sandbar Shark,106,119,144,,F,7/28/21,38.8185,75.1942,Longline,,,DS,-17.36,,,,16.28,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-2,,Carcharhinus plumbeus,Sandbar Shark,88,98.5,121.5,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.2,,,,16.18,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-3,,Carcharhinus plumbeus,Sandbar Shark,47,52,65,,F,7/28/21,38.89822,75.274,Longline,,,DS,-16.54,,,,14.58,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-4,,Carcharhinus plumbeus,Sandbar Shark,97,110,136,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.13,,,,15.78,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-5,,Carcharhinus plumbeus,Sandbar Shark,93,101,128,,F,7/28/21,38.89822,75.274,Longline,,,DS,-17.08,,,,14.67,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-6,,Carcharhinus plumbeus,Sandbar Shark,69,110,132,,F,7/28/21,38.8185,75.1942,Longline,,,DS,-17.52,,,,17.2,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-7,,Carcharhinus plumbeus,Sandbar Shark,43,46.5,58,,F,7/28/21,38.8185,75.1942,Longline,,,DS,-16.55,,,,15.57,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/28/21/-8,,Carcharhinus plumbeus,Sandbar Shark,104,117,146,,F,7/28/21,38.8185,75.1942,Longline,,,DS,-17.2,,,,16,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/29/20-03,,Carcharias taurus,Sand Tiger Shark,159,175,211,,F,7/29/20,38.81691,75.09411,Longline,,,DS,-16.625,,,,14.306,,,,,,,,,RBC,,,,,,,
DESG,,7/29/20-05,,Carcharhinus plumbeus,Sandbar Shark,42,47,60,,M,7/29/20,38.86583,75.1746,Longline,,,DS,-16.501,,,,14.172,,,,,,,,,RBC,,,,,,,
DESG,,7/29/20-06,,Carcharhinus plumbeus,Sandbar Shark,42.5,48,60,,M,7/29/20,38.90247,75.19827,Longline,,,DS,-16.856,,,,15.58,,,,,,,,,RBC,,,,,,,
DESG,,7/29/20-3,,Carcharias taurus,Sand Tiger Shark,159,175,211,,F,7/29/20,38.81691,75.09411,Longline,,,DS,-16.62,,,,13.93,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/29/20-5,,Carcharhinus plumbeus,Sandbar Shark,42,47,60,,M,7/29/20,38.86583,75.1746,Longline,,,DS,-16.6,,,,14.76,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/29/20-6,,Carcharhinus plumbeus,Sandbar Shark,42.5,48,60,,M,7/29/20,38.90247,75.19827,Longline,,,DS,-16.14,,,,14.31,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/30/20-01,,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,76,85.5,101,,M,7/30/20,39.0036,75.2094,Longline,,,DS,-17.037,,,,15.159,,,,,,,,,RBC,,,,,,,
DESG,,7/30/20-04,,Carcharhinus plumbeus,Sandbar Shark,102,115,139,,F,7/30/20,38.8893,75.21739,Longline,,,DS,-16.987,,,,14.068,,,,,,,,,RBC,,,,,,,
DESG,,7/30/20-1,,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,76,85.5,101,,M,7/30/20,39.0036,75.2094,Longline,,,DS,-17.09,,,,16.29,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/30/20-1,,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,76,85.5,101,,M,7/30/20,39.0036,75.2094,Longline,,,DS,-16.84,,,,15.53,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/30/20-2,,Carcharhinus plumbeus,Sandbar Shark,101,122,151,,,7/30/20,39.0036,75.2094,Longline,,,DS,-17.02,,,,17.45,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/30/20-3,,Carcharhinus plumbeus,Sandbar Shark,43,48.5,58.5,,M,7/30/20,38.8893,75.21739,Longline,,,DS,-16.17,,,,16.16,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/30/20-3,,Carcharhinus plumbeus,Sandbar Shark,43,48.5,59,,M,7/30/20,38.8893,75.21739,Longline,,,DS,-16.59,,,,14.99,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/30/20-4,,Carcharhinus plumbeus,Sandbar Shark,102,115,139,,F,7/30/20,38.8893,75.21739,Longline,,,DS,-16.87,,,,17.54,,,,,,,,,Muscle,,,LE,,,,
DESG,,7/30/20-4,,Carcharhinus plumbeus,Sandbar Shark,102,115,139,,F,7/30/20,38.8893,75.21739,Longline,,,DS,-16.61,,,,15.35,,,,,,,,,Plasma,,,LE,,,,
DESG,,7/30/20-5,,Rostroraja eglanteria,Clearnose Skate,,41,66,,F,7/30/20,38.839,75.1543,Longline,,,DS,-15.34,,,,15.6,,,,13.92,0.67,0.971,0.015,,Muscle,,,LE,,,,
DESG,,7/30/21-03,,Carcharhinus plumbeus,Sandbar Shark,43,48.5,59,,M,7/30/21,38.8893,75.21739,Longline,,,DS,-17.002,,,,15.359,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-01,,Carcharias taurus,Sand Tiger Shark,165,188,223,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-16.872,,,,14.155,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-02,,Carcharhinus plumbeus,Sandbar Shark,113,127,,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-17.01,,,,15.403,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-04,,Carcharias taurus,Sand Tiger Shark,162,189,224,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-16.574,,,,14.618,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-05,,Carcharias taurus,Sand Tiger Shark,167,193,229,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-16.663,,,,14.663,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-06,,Carcharias taurus,Sand Tiger Shark,153,171,203,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-17.035,,,,14.11,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-07,,Carcharhinus plumbeus,Sandbar Shark,84,92,,,F,8/10/21,39.06048,75.26742,Longline,,,DS,-16.973,,,,15.548,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-08,,Carcharhinus plumbeus,Sandbar Shark,101,112,,,M,8/10/21,39.06048,75.26742,Longline,,,DS,-16.867,,,,15.325,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-09,,Carcharhinus plumbeus,Sandbar Shark,128,143,,,F,8/10/21,39.06048,75.26742,Longline,,,DS,-16.445,,,,15.243,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-1,,Carcharias taurus,Sand Tiger Shark,165,188,223,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-17.07,,,,14.12,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-10,,Carcharias taurus,Sand Tiger Shark,91.5,107,127,,M,8/10/21,39.06048,75.26742,Longline,,,DS,-17.84,,,,14.53,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-10,,Carcharias taurus,Sand Tiger Shark,91.5,107,127,,M,8/10/21,39.06048,75.26742,Longline,,,DS,-17.487,,,,14.057,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-11,,Carcharhinus plumbeus,Sandbar Shark,48,53,,,F,8/10/21,38.79464,75.16065,Longline,,,DS,-16.41,,,,14.57,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-11,,Carcharhinus plumbeus,Sandbar Shark,48,53,,,F,8/10/21,38.79464,75.16065,Longline,,,DS,-16.31,,,,13.616,,,,,,,,,RBC,,,,,,,
DESG,,8/10/21-2,,Carcharhinus plumbeus,Sandbar Shark,113,127,,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-16.94,,,,15.54,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-4,,Carcharias taurus,Sand Tiger Shark,162,189,224,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-16.94,,,,14.71,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-5,,Carcharias taurus,Sand Tiger Shark,167,193,229,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-16.74,,,,14.92,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-6,,Carcharias taurus,Sand Tiger Shark,153,171,203,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-17.29,,,,14.36,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-7,,Carcharhinus plumbeus,Sandbar Shark,84,92,,,F,8/10/21,39.06048,75.26742,Longline,,,DS,-16.88,,,,15.76,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-8,,Carcharhinus plumbeus,Sandbar Shark,101,112,,,M,8/10/21,39.06048,75.26742,Longline,,,DS,-16.86,,,,15.86,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21-9,,Carcharhinus plumbeus,Sandbar Shark,128,143,,,F,8/10/21,39.06048,75.26742,Longline,,,DS,-15.83,,,,15.21,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/10/21/-1,,Carcharias taurus,Sand Tiger Shark,165,188,222,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-14.86,,,,15.01,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-10,,Carcharias taurus,Sand Tiger Shark,91.5,107,,,M,8/10/21,39.06048,75.26742,Longline,,,DS,-16.63,,,,15.58,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-11,,Carcharhinus plumbeus,Sandbar Shark,48,53,,,F,8/10/21,38.79464,75.16065,Longline,,,DS,-20,,,,13.54,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-2,,Carcharhinus plumbeus,Sandbar Shark,113,127,,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-15.07,,,,15.61,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-3,,Carcharias taurus,Sand Tiger Shark,153,175,210,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-14.74,,,,15.22,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-4,,Carcharias taurus,Sand Tiger Shark,162,189,223,,F,8/10/21,39.07986,75.22813,Longline,,,DS,-17.05,,,,14.93,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-5,,Carcharias taurus,Sand Tiger Shark,167,193,229,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-14.25,,,,14.86,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-6,,Carcharias taurus,Sand Tiger Shark,153,171,203,,M,8/10/21,39.07986,75.22813,Longline,,,DS,-14.67,,,,14.96,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-7,,Carcharhinus plumbeus,Sandbar Shark,84,92,,,F,8/10/21,39.06048,75.26742,Longline,,,DS,-16.57,,,,15.47,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-8,,Carcharhinus plumbeus,Sandbar Shark,101,112,,,M,8/10/21,39.06048,75.26742,Longline,,,DS,-15.67,,,,15.96,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/10/21/-9,,Carcharhinus plumbeus,Sandbar Shark,128,143,,,F,8/10/21,39.06048,75.26742,Longline,,,DS,-16.3,,,,17.66,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/11/21-01,,Carcharhinus plumbeus,Sandbar Shark,97,108,,,F,8/11/21,39.01092,75.26898,Longline,,,DS,-16.742,,,,15.375,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-02,,Carcharhinus plumbeus,Sandbar Shark,92,102,,,M,8/11/21,39.01092,75.26898,Longline,,,DS,-17.509,,,,15.606,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-03,,Carcharhinus plumbeus,Sandbar Shark,80,89,,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-17.54,,,,15.466,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-04,,Carcharhinus plumbeus,Sandbar Shark,82,91,,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-17.646,,,,15.51,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-05,,Carcharias taurus,Sand Tiger Shark,163,186,220,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-16.366,,,,14.844,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-06,,Carcharias taurus,Sand Tiger Shark,104,120,,,F,8/11/21,39.02381,75.29523,Longline,,,DS,-17.274,,,,14.236,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-07,,Carcharias taurus,Sand Tiger Shark,96,110,,,F,8/11/21,39.02381,75.29523,Longline,,,DS,-17.496,,,,14.163,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-08,,Carcharias taurus,Sand Tiger Shark,110,128,,,M,8/11/21,38.99739,75.22773,Longline,,,DS,-17.197,,,,14.272,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-09,,Carcharhinus plumbeus,Sandbar Shark,126,142,,,F,8/11/21,38.99739,75.22773,Longline,,,DS,-16.892,,,,15.382,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-1,,Carcharhinus plumbeus,Sandbar Shark,97,108,,,F,8/11/21,39.01092,75.26898,Longline,,,DS,-16.81,,,,15.53,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-10,,Carcharhinus plumbeus,Sandbar Shark,101,118,,,M,8/11/21,38.99739,75.22773,Longline,,,DS,-16.45,,,,14.95,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-10,,Carcharhinus plumbeus,Sandbar Shark,101,118,,,M,8/11/21,38.99739,75.22773,Longline,,,DS,-16.667,,,,15.009,,,,,,,,,RBC,,,,,,,
DESG,,8/11/21-2,,Carcharhinus plumbeus,Sandbar Shark,92,102,,,M,8/11/21,39.01092,75.26898,Longline,,,DS,-18.84,,,,15.7,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/11/21-3,,Carcharhinus plumbeus,Sandbar Shark,80,89,,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-17.65,,,,17.03,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/11/21-3,,Carcharhinus plumbeus,Sandbar Shark,80,89,,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-17.4,,,,15.62,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-4,,Carcharhinus plumbeus,Sandbar Shark,82,91,,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-16.54,,,,16.12,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/11/21-5,,Carcharias taurus,Sand Tiger Shark,163,186,220,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-14.3,,,,15.58,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/11/21-5,,Carcharias taurus,Sand Tiger Shark,163,186,220,,M,8/11/21,39.02381,75.29523,Longline,,,DS,-16.61,,,,15.08,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-6,,Carcharias taurus,Sand Tiger Shark,104,120,142.3681,,F,8/11/21,39.02381,75.29523,Longline,,,DS,-15.41,,,,14.95,,,,,,,,,Muscle,,,LE,,,,
DESG,,8/11/21-6,,Carcharias taurus,Sand Tiger Shark,104,120,,,F,8/11/21,39.02381,75.29523,Longline,,,DS,-17.36,,,,14.23,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-7,,Carcharias taurus,Sand Tiger Shark,96,110,,,F,8/11/21,39.02381,75.29523,Longline,,,DS,-17.49,,,,14.51,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-8,,Carcharias taurus,Sand Tiger Shark,110,128,,,M,8/11/21,38.99739,75.22773,Longline,,,DS,-17.14,,,,14.74,,,,,,,,,Plasma,,,LE,,,,
DESG,,8/11/21-9,,Carcharhinus plumbeus,Sandbar Shark,126,142,,,F,8/11/21,38.99739,75.22773,Longline,,,DS,-18.06,,,,16.75,,,,,,,,,Muscle,,,LE,,,,
